Timestamp,Source IP,Destination IP,Protocol,Length
1541233321.160921,192.168.50.6,23.63.78.40,6,60
1541233321.160923,192.168.50.6,23.63.78.40,6,60
1541233321.172335,54.192.53.175,192.168.50.8,6,66
1541233321.172347,54.192.53.175,192.168.50.8,6,66
1541233321.176537,192.168.50.6,72.21.91.29,6,60
1541233321.176550,192.168.50.6,72.21.91.29,6,60
1541233321.199428,23.63.78.40,192.168.50.6,6,66
1541233321.199430,23.63.78.40,192.168.50.6,6,66
1541233321.205306,72.21.91.29,192.168.50.6,6,66
1541233321.205309,72.21.91.29,192.168.50.6,6,66
1541233321.270272,192.168.50.6,52.34.248.21,6,60
1541233321.270274,192.168.50.6,52.34.248.21,6,60
1541233321.362597,52.34.248.21,192.168.50.6,6,60
1541233321.362600,52.34.248.21,192.168.50.6,6,60
1541233323.098809,192.168.50.8,172.217.12.206,6,60
1541233323.098811,192.168.50.8,172.217.12.206,6,60
1541233323.139470,172.217.12.206,192.168.50.8,6,66
1541233323.139472,172.217.12.206,192.168.50.8,6,66
1541233323.645451,192.168.50.6,172.217.12.206,6,60
1541233323.645453,192.168.50.6,172.217.12.206,6,60
1541233323.686078,172.217.12.206,192.168.50.6,6,66
1541233323.686081,172.217.12.206,192.168.50.6,6,66
1541233323.973578,192.168.50.6,172.217.12.206,6,60
1541233323.973580,192.168.50.6,172.217.12.206,6,60
1541233324.014233,172.217.12.206,192.168.50.6,6,66
1541233324.014235,172.217.12.206,192.168.50.6,6,66
1541233324.051730,192.168.50.6,72.21.91.29,6,60
1541233324.051733,192.168.50.6,72.21.91.29,6,60
1541233324.080442,72.21.91.29,192.168.50.6,6,66
1541233324.080444,72.21.91.29,192.168.50.6,6,66
1541233324.082968,192.168.50.6,172.217.12.206,6,60
1541233324.082970,192.168.50.6,172.217.12.206,6,60
1541233324.114201,192.168.50.6,172.217.12.206,6,60
1541233324.114204,192.168.50.6,172.217.12.206,6,60
1541233324.123817,172.217.12.206,192.168.50.6,6,66
1541233324.123821,172.217.12.206,192.168.50.6,6,66
1541233324.129857,192.168.50.6,172.217.12.206,6,60
1541233324.129860,192.168.50.6,172.217.12.206,6,60
1541233324.155214,172.217.12.206,192.168.50.6,6,66
1541233324.155216,172.217.12.206,192.168.50.6,6,66
1541233324.171126,172.217.12.206,192.168.50.6,6,66
1541233324.171129,172.217.12.206,192.168.50.6,6,66
1541233324.239244,192.168.50.6,23.194.177.32,6,60
1541233324.239247,192.168.50.6,23.194.177.32,6,60
1541233324.260097,23.194.177.32,192.168.50.6,6,66
1541233324.260100,23.194.177.32,192.168.50.6,6,66
1541233324.348615,192.168.50.6,54.243.214.170,6,60
1541233324.348618,192.168.50.6,54.243.214.170,6,60
1541233324.364221,192.168.50.6,52.85.89.250,6,60
1541233324.364225,192.168.50.6,52.85.89.250,6,60
1541233324.364226,192.168.50.6,52.85.89.250,6,60
1541233324.364228,192.168.50.6,52.85.89.250,6,60
1541233324.364229,192.168.50.6,52.85.89.250,6,60
1541233324.364230,192.168.50.6,52.85.89.250,6,60
1541233324.364232,192.168.50.6,52.85.89.250,6,60
1541233324.364233,192.168.50.6,52.85.89.250,6,60
1541233324.395461,192.168.50.6,52.85.89.250,6,60
1541233324.395463,192.168.50.6,52.85.89.250,6,60
1541233324.403127,52.85.89.250,192.168.50.6,6,66
1541233324.403129,52.85.89.250,192.168.50.6,6,66
1541233324.403130,52.85.89.250,192.168.50.6,6,66
1541233324.403131,52.85.89.250,192.168.50.6,6,66
1541233324.403537,52.85.89.250,192.168.50.6,6,66
1541233324.403539,52.85.89.250,192.168.50.6,6,66
1541233324.403540,52.85.89.250,192.168.50.6,6,66
1541233324.403541,52.85.89.250,192.168.50.6,6,66
1541233324.411109,192.168.50.6,52.85.89.250,6,60
1541233324.411111,192.168.50.6,52.85.89.250,6,60
1541233324.412629,54.243.214.170,192.168.50.6,6,66
1541233324.412632,54.243.214.170,192.168.50.6,6,66
1541233324.426748,192.168.50.6,172.217.12.206,6,60
1541233324.426751,192.168.50.6,172.217.12.206,6,60
1541233324.434570,52.85.89.250,192.168.50.6,6,66
1541233324.434573,52.85.89.250,192.168.50.6,6,66
1541233324.450417,52.85.89.250,192.168.50.6,6,66
1541233324.450419,52.85.89.250,192.168.50.6,6,66
1541233324.467852,172.217.12.206,192.168.50.6,6,66
1541233324.467854,172.217.12.206,192.168.50.6,6,66
1541233324.768048,192.168.50.8,72.21.91.29,6,60
1541233324.768051,192.168.50.8,72.21.91.29,6,60
1541233324.796046,72.21.91.29,192.168.50.8,6,66
1541233324.796049,72.21.91.29,192.168.50.8,6,66
1541233325.158038,192.168.50.8,52.88.72.192,6,60
1541233325.158041,192.168.50.8,52.88.72.192,6,60
1541233325.250261,52.88.72.192,192.168.50.8,6,60
1541233325.250264,52.88.72.192,192.168.50.8,6,60
1541233331.179665,192.168.50.8,54.192.53.175,6,60
1541233331.179667,192.168.50.8,54.192.53.175,6,60
1541233331.208432,192.168.50.6,23.63.78.40,6,60
1541233331.208434,192.168.50.6,23.63.78.40,6,60
1541233331.218797,54.192.53.175,192.168.50.8,6,66
1541233331.218800,54.192.53.175,192.168.50.8,6,66
1541233331.224050,192.168.50.6,72.21.91.29,6,60
1541233331.224053,192.168.50.6,72.21.91.29,6,60
1541233331.246750,23.63.78.40,192.168.50.6,6,66
1541233331.246752,23.63.78.40,192.168.50.6,6,66
1541233331.252724,72.21.91.29,192.168.50.6,6,66
1541233331.252726,72.21.91.29,192.168.50.6,6,66
1541233331.380307,192.168.50.6,52.34.248.21,6,60
1541233331.380310,192.168.50.6,52.34.248.21,6,60
1541233331.472447,52.34.248.21,192.168.50.6,6,60
1541233331.472450,52.34.248.21,192.168.50.6,6,60
1541233333.145236,192.168.50.8,172.217.12.206,6,60
1541233333.145249,192.168.50.8,172.217.12.206,6,60
1541233333.185968,172.217.12.206,192.168.50.8,6,66
1541233333.185970,172.217.12.206,192.168.50.8,6,66
1541233333.692996,192.168.50.6,172.217.12.206,6,60
1541233333.692999,192.168.50.6,172.217.12.206,6,60
1541233333.733778,172.217.12.206,192.168.50.6,6,66
1541233333.733780,172.217.12.206,192.168.50.6,6,66
1541233334.021084,192.168.50.6,172.217.12.206,6,60
1541233334.021087,192.168.50.6,172.217.12.206,6,60
1541233334.061966,172.217.12.206,192.168.50.6,6,66
1541233334.061969,172.217.12.206,192.168.50.6,6,66
1541233334.083596,192.168.50.6,72.21.91.29,6,60
1541233334.083599,192.168.50.6,72.21.91.29,6,60
1541233334.112248,72.21.91.29,192.168.50.6,6,66
1541233334.112250,72.21.91.29,192.168.50.6,6,66
1541233334.130489,192.168.50.6,172.217.12.206,6,60
1541233334.130492,192.168.50.6,172.217.12.206,6,60
1541233334.161700,192.168.50.6,172.217.12.206,6,60
1541233334.161703,192.168.50.6,172.217.12.206,6,60
1541233334.171271,172.217.12.206,192.168.50.6,6,66
1541233334.171274,172.217.12.206,192.168.50.6,6,66
1541233334.177347,192.168.50.6,172.217.12.206,6,60
1541233334.177349,192.168.50.6,172.217.12.206,6,60
1541233334.202541,172.217.12.206,192.168.50.6,6,66
1541233334.202544,172.217.12.206,192.168.50.6,6,66
1541233334.218594,172.217.12.206,192.168.50.6,6,66
1541233334.218596,172.217.12.206,192.168.50.6,6,66
1541233334.255498,192.168.50.6,23.194.177.32,6,60
1541233334.255501,192.168.50.6,23.194.177.32,6,60
1541233334.276491,23.194.177.32,192.168.50.6,6,66
1541233334.276494,23.194.177.32,192.168.50.6,6,66
1541233334.411761,192.168.50.6,52.85.89.250,6,60
1541233334.411764,192.168.50.6,52.85.89.250,6,60
1541233334.411765,192.168.50.6,54.243.214.170,6,60
1541233334.411766,192.168.50.6,52.85.89.250,6,60
1541233334.411767,192.168.50.6,52.85.89.250,6,60
1541233334.411768,192.168.50.6,52.85.89.250,6,60
1541233334.411769,192.168.50.6,52.85.89.250,6,60
1541233334.411769,192.168.50.6,54.243.214.170,6,60
1541233334.411770,192.168.50.6,52.85.89.250,6,60
1541233334.411771,192.168.50.6,52.85.89.250,6,60
1541233334.442979,192.168.50.6,52.85.89.250,6,60
1541233334.442982,192.168.50.6,52.85.89.250,6,60
1541233334.450635,52.85.89.250,192.168.50.6,6,66
1541233334.450637,52.85.89.250,192.168.50.6,6,66
1541233334.450878,52.85.89.250,192.168.50.6,6,66
1541233334.450881,52.85.89.250,192.168.50.6,6,66
1541233334.450882,52.85.89.250,192.168.50.6,6,66
1541233334.450883,52.85.89.250,192.168.50.6,6,66
1541233334.450884,52.85.89.250,192.168.50.6,6,66
1541233334.450885,52.85.89.250,192.168.50.6,6,66
1541233334.458620,192.168.50.6,52.85.89.250,6,60
1541233334.458622,192.168.50.6,52.85.89.250,6,60
1541233334.474256,192.168.50.6,172.217.12.206,6,60
1541233334.474258,192.168.50.6,172.217.12.206,6,60
1541233334.475526,54.243.214.170,192.168.50.6,6,66
1541233334.475528,54.243.214.170,192.168.50.6,6,66
1541233334.482110,52.85.89.250,192.168.50.6,6,66
1541233334.482113,52.85.89.250,192.168.50.6,6,66
1541233334.497941,52.85.89.250,192.168.50.6,6,66
1541233334.497944,52.85.89.250,192.168.50.6,6,66
1541233334.515336,172.217.12.206,192.168.50.6,6,66
1541233334.515339,172.217.12.206,192.168.50.6,6,66
1541233334.814463,192.168.50.8,72.21.91.29,6,60
1541233334.814466,192.168.50.8,72.21.91.29,6,60
1541233334.842460,72.21.91.29,192.168.50.8,6,66
1541233334.842462,72.21.91.29,192.168.50.8,6,66
1541233335.266866,192.168.50.8,52.88.72.192,6,60
1541233335.266869,192.168.50.8,52.88.72.192,6,60
1541233335.359041,52.88.72.192,192.168.50.8,6,60
1541233335.359044,52.88.72.192,192.168.50.8,6,60
1541233335.530515,52.88.72.192,192.168.50.8,6,85
1541233335.530528,52.88.72.192,192.168.50.8,6,85
1541233335.530853,192.168.50.8,52.88.72.192,6,60
1541233335.530855,192.168.50.8,52.88.72.192,6,60
1541233335.622887,52.88.72.192,192.168.50.8,6,60
1541233335.622890,52.88.72.192,192.168.50.8,6,60
1541233335.623029,192.168.50.8,52.88.72.192,6,60
1541233335.623031,192.168.50.8,52.88.72.192,6,60
1541233341.226053,192.168.50.8,54.192.53.175,6,60
1541233341.226056,192.168.50.8,54.192.53.175,6,60
1541233341.255953,192.168.50.6,23.63.78.40,6,60
1541233341.255955,192.168.50.6,23.63.78.40,6,60
1541233341.265190,54.192.53.175,192.168.50.8,6,66
1541233341.265192,54.192.53.175,192.168.50.8,6,66
1541233341.271555,192.168.50.6,72.21.91.29,6,60
1541233341.271558,192.168.50.6,72.21.91.29,6,60
1541233341.294267,23.63.78.40,192.168.50.6,6,66
1541233341.294270,23.63.78.40,192.168.50.6,6,66
1541233341.300374,72.21.91.29,192.168.50.6,6,66
1541233341.300376,72.21.91.29,192.168.50.6,6,66
1541233341.474696,192.168.50.6,52.34.248.21,6,60
1541233341.474699,192.168.50.6,52.34.248.21,6,60
1541233341.567118,52.34.248.21,192.168.50.6,6,60
1541233341.567121,52.34.248.21,192.168.50.6,6,60
1541233343.191695,192.168.50.8,172.217.12.206,6,60
1541233343.191698,192.168.50.8,172.217.12.206,6,60
1541233343.232314,172.217.12.206,192.168.50.8,6,66
1541233343.232317,172.217.12.206,192.168.50.8,6,66
1541233343.756101,192.168.50.6,172.217.12.206,6,60
1541233343.756104,192.168.50.6,172.217.12.206,6,60
1541233343.796951,172.217.12.206,192.168.50.6,6,66
1541233343.796954,172.217.12.206,192.168.50.6,6,66
1541233344.068616,192.168.50.6,172.217.12.206,6,60
1541233344.068619,192.168.50.6,172.217.12.206,6,60
1541233344.109449,172.217.12.206,192.168.50.6,6,66
1541233344.109451,172.217.12.206,192.168.50.6,6,66
1541233344.115498,192.168.50.6,72.21.91.29,6,60
1541233344.115511,192.168.50.6,72.21.91.29,6,60
1541233344.143988,72.21.91.29,192.168.50.6,6,66
1541233344.143992,72.21.91.29,192.168.50.6,6,66
1541233344.177997,192.168.50.6,172.217.12.206,6,60
1541233344.178000,192.168.50.6,172.217.12.206,6,60
1541233344.209240,192.168.50.6,172.217.12.206,6,60
1541233344.209253,192.168.50.6,172.217.12.206,6,60
1541233344.218805,172.217.12.206,192.168.50.6,6,66
1541233344.218808,172.217.12.206,192.168.50.6,6,66
1541233344.224838,192.168.50.6,172.217.12.206,6,60
1541233344.224841,192.168.50.6,172.217.12.206,6,60
1541233344.250084,172.217.12.206,192.168.50.6,6,66
1541233344.250087,172.217.12.206,192.168.50.6,6,66
1541233344.266120,172.217.12.206,192.168.50.6,6,66
1541233344.266123,172.217.12.206,192.168.50.6,6,66
1541233344.287385,192.168.50.6,23.194.177.32,6,60
1541233344.287387,192.168.50.6,23.194.177.32,6,60
1541233344.289294,192.168.50.6,192.168.10.50,6,66
1541233344.289296,192.168.50.6,192.168.10.50,6,66
1541233344.308345,23.194.177.32,192.168.50.6,6,66
1541233344.308347,23.194.177.32,192.168.50.6,6,66
1541233344.459263,192.168.50.6,52.85.89.250,6,60
1541233344.459266,192.168.50.6,52.85.89.250,6,60
1541233344.459267,192.168.50.6,52.85.89.250,6,60
1541233344.459268,192.168.50.6,52.85.89.250,6,60
1541233344.459269,192.168.50.6,52.85.89.250,6,60
1541233344.459269,192.168.50.6,52.85.89.250,6,60
1541233344.459270,192.168.50.6,52.85.89.250,6,60
1541233344.459271,192.168.50.6,52.85.89.250,6,60
1541233344.490488,192.168.50.6,52.85.89.250,6,60
1541233344.490490,192.168.50.6,52.85.89.250,6,60
1541233344.490491,192.168.50.6,54.243.214.170,6,60
1541233344.490492,192.168.50.6,54.243.214.170,6,60
1541233344.498151,52.85.89.250,192.168.50.6,6,66
1541233344.498154,52.85.89.250,192.168.50.6,6,66
1541233344.498155,52.85.89.250,192.168.50.6,6,66
1541233344.498156,52.85.89.250,192.168.50.6,6,66
1541233344.498566,52.85.89.250,192.168.50.6,6,66
1541233344.498570,52.85.89.250,192.168.50.6,6,66
1541233344.498571,52.85.89.250,192.168.50.6,6,66
1541233344.498572,52.85.89.250,192.168.50.6,6,66
1541233344.506151,192.168.50.6,52.85.89.250,6,60
1541233344.506153,192.168.50.6,52.85.89.250,6,60
1541233344.521747,192.168.50.6,172.217.12.206,6,60
1541233344.521750,192.168.50.6,172.217.12.206,6,60
1541233344.529339,52.85.89.250,192.168.50.6,6,66
1541233344.529342,52.85.89.250,192.168.50.6,6,66
1541233344.545397,52.85.89.250,192.168.50.6,6,66
1541233344.545399,52.85.89.250,192.168.50.6,6,66
1541233344.554478,54.243.214.170,192.168.50.6,6,66
1541233344.554481,54.243.214.170,192.168.50.6,6,66
1541233344.562799,172.217.12.206,192.168.50.6,6,66
1541233344.562801,172.217.12.206,192.168.50.6,6,66
1541233344.860904,192.168.50.8,72.21.91.29,6,60
1541233344.860907,192.168.50.8,72.21.91.29,6,60
1541233344.889120,72.21.91.29,192.168.50.8,6,66
1541233344.889122,72.21.91.29,192.168.50.8,6,66
1541233347.303257,192.168.50.6,192.168.10.50,6,66
1541233347.303260,192.168.50.6,192.168.10.50,6,66
1541233351.272489,192.168.50.8,54.192.53.175,6,60
1541233351.272492,192.168.50.8,54.192.53.175,6,60
1541233351.303454,192.168.50.6,72.21.91.29,6,60
1541233351.303457,192.168.50.6,23.63.78.40,6,60
1541233351.303458,192.168.50.6,72.21.91.29,6,60
1541233351.303459,192.168.50.6,23.63.78.40,6,60
1541233351.315219,54.192.53.175,192.168.50.8,6,66
1541233351.315221,54.192.53.175,192.168.50.8,6,66
1541233351.336386,72.21.91.29,192.168.50.6,6,66
1541233351.336389,72.21.91.29,192.168.50.6,6,66
1541233351.345798,23.63.78.40,192.168.50.6,6,66
1541233351.345800,23.63.78.40,192.168.50.6,6,66
1541233351.428698,192.168.50.8,172.217.12.162,6,100
1541233351.428701,192.168.50.8,172.217.12.162,6,100
1541233351.474324,172.217.12.162,192.168.50.8,6,60
1541233351.474326,172.217.12.162,192.168.50.8,6,60
1541233351.474328,172.217.12.162,192.168.50.8,6,100
1541233351.474329,172.217.12.162,192.168.50.8,6,100
1541233351.584708,192.168.50.6,52.34.248.21,6,60
1541233351.584711,192.168.50.6,52.34.248.21,6,60
1541233351.678041,192.168.50.8,172.217.12.162,6,60
1541233351.678044,192.168.50.8,172.217.12.162,6,60
1541233351.681120,52.34.248.21,192.168.50.6,6,60
1541233351.681122,52.34.248.21,192.168.50.6,6,60
1541233351.716270,172.217.12.162,192.168.50.8,6,100
1541233351.716273,172.217.12.162,192.168.50.8,6,100
1541233351.716439,192.168.50.8,172.217.12.162,6,66
1541233351.716441,192.168.50.8,172.217.12.162,6,66
1541233353.238093,192.168.50.8,172.217.12.206,6,60
1541233353.238096,192.168.50.8,172.217.12.206,6,60
1541233353.283073,172.217.12.206,192.168.50.8,6,66
1541233353.283075,172.217.12.206,192.168.50.8,6,66
1541233353.303595,192.168.50.6,192.168.10.50,6,62
1541233353.303597,192.168.50.6,192.168.10.50,6,62
1541233353.803615,192.168.50.6,172.217.12.206,6,60
1541233353.803618,192.168.50.6,172.217.12.206,6,60
1541233353.848285,172.217.12.206,192.168.50.6,6,66
1541233353.848286,172.217.12.206,192.168.50.6,6,66
1541233354.116081,192.168.50.6,172.217.12.206,6,60
1541233354.116084,192.168.50.6,172.217.12.206,6,60
1541233354.147416,192.168.50.6,72.21.91.29,6,60
1541233354.147418,192.168.50.6,72.21.91.29,6,60
1541233354.160989,172.217.12.206,192.168.50.6,6,66
1541233354.160992,172.217.12.206,192.168.50.6,6,66
1541233354.180253,72.21.91.29,192.168.50.6,6,66
1541233354.180256,72.21.91.29,192.168.50.6,6,66
1541233354.225484,192.168.50.6,172.217.12.206,6,60
1541233354.225487,192.168.50.6,172.217.12.206,6,60
1541233354.256761,192.168.50.6,172.217.12.206,6,60
1541233354.256763,192.168.50.6,172.217.12.206,6,60
1541233354.270468,172.217.12.206,192.168.50.6,6,66
1541233354.270471,172.217.12.206,192.168.50.6,6,66
1541233354.272340,192.168.50.6,172.217.12.206,6,60
1541233354.272342,192.168.50.6,172.217.12.206,6,60
1541233354.301502,172.217.12.206,192.168.50.6,6,66
1541233354.301504,172.217.12.206,192.168.50.6,6,66
1541233354.303634,192.168.50.6,23.194.177.32,6,60
1541233354.303636,192.168.50.6,23.194.177.32,6,60
1541233354.317489,172.217.12.206,192.168.50.6,6,66
1541233354.317492,172.217.12.206,192.168.50.6,6,66
1541233354.328331,23.194.177.32,192.168.50.6,6,66
1541233354.328333,23.194.177.32,192.168.50.6,6,66
1541233354.506773,192.168.50.6,52.85.89.250,6,60
1541233354.506775,192.168.50.6,52.85.89.250,6,60
1541233354.506775,192.168.50.6,52.85.89.250,6,60
1541233354.506776,192.168.50.6,52.85.89.250,6,60
1541233354.506776,192.168.50.6,52.85.89.250,6,60
1541233354.506777,192.168.50.6,52.85.89.250,6,60
1541233354.506777,192.168.50.6,52.85.89.250,6,60
1541233354.506778,192.168.50.6,52.85.89.250,6,60
1541233354.537974,192.168.50.6,52.85.89.250,6,60
1541233354.537976,192.168.50.6,52.85.89.250,6,60
1541233354.549086,52.85.89.250,192.168.50.6,6,66
1541233354.549088,52.85.89.250,192.168.50.6,6,66
1541233354.550283,52.85.89.250,192.168.50.6,6,66
1541233354.550286,52.85.89.250,192.168.50.6,6,66
1541233354.550299,52.85.89.250,192.168.50.6,6,66
1541233354.550300,52.85.89.250,192.168.50.6,6,66
1541233354.550301,52.85.89.250,192.168.50.6,6,66
1541233354.550302,52.85.89.250,192.168.50.6,6,66
1541233354.553645,192.168.50.6,52.85.89.250,6,60
1541233354.553648,192.168.50.6,54.243.214.170,6,60
1541233354.553649,192.168.50.6,52.85.89.250,6,60
1541233354.553650,192.168.50.6,54.243.214.170,6,60
1541233354.569273,192.168.50.6,172.217.12.206,6,60
1541233354.569276,192.168.50.6,172.217.12.206,6,60
1541233354.581344,52.85.89.250,192.168.50.6,6,66
1541233354.581346,52.85.89.250,192.168.50.6,6,66
1541233354.596466,52.85.89.250,192.168.50.6,6,66
1541233354.596469,52.85.89.250,192.168.50.6,6,66
1541233354.614358,172.217.12.206,192.168.50.6,6,66
1541233354.614360,172.217.12.206,192.168.50.6,6,66
1541233354.622045,54.243.214.170,192.168.50.6,6,66
1541233354.622047,54.243.214.170,192.168.50.6,6,66
1541233354.891639,192.168.50.8,72.21.91.29,6,60
1541233354.891641,192.168.50.8,72.21.91.29,6,60
1541233354.924092,72.21.91.29,192.168.50.8,6,66
1541233354.924094,72.21.91.29,192.168.50.8,6,66
1541233356.498906,192.168.50.8,54.192.53.175,6,85
1541233356.498908,192.168.50.8,54.192.53.175,6,60
1541233356.498909,192.168.50.8,54.192.53.175,6,85
1541233356.498910,192.168.50.8,54.192.53.175,6,60
1541233356.542197,54.192.53.175,192.168.50.8,6,60
1541233356.542200,54.192.53.175,192.168.50.8,6,60
1541233356.542201,54.192.53.175,192.168.50.8,6,60
1541233356.542202,54.192.53.175,192.168.50.8,6,60
1541233356.542339,192.168.50.8,54.192.53.175,6,60
1541233356.542343,192.168.50.8,54.192.53.175,6,60
1541233357.450254,192.168.50.8,172.217.9.226,6,100
1541233357.450257,192.168.50.8,172.217.9.226,6,100
1541233357.450258,192.168.50.8,52.85.90.206,6,100
1541233357.450258,192.168.50.8,52.85.90.206,6,100
1541233357.450260,192.168.50.8,172.217.9.226,6,100
1541233357.450261,192.168.50.8,172.217.9.226,6,100
1541233357.493264,52.85.90.206,192.168.50.8,6,100
1541233357.493267,52.85.90.206,192.168.50.8,6,100
1541233357.494420,172.217.9.226,192.168.50.8,6,100
1541233357.494422,172.217.9.226,192.168.50.8,6,100
1541233357.495418,172.217.9.226,192.168.50.8,6,100
1541233357.495420,172.217.9.226,192.168.50.8,6,100
1541233357.699645,192.168.50.8,172.217.9.226,6,60
1541233357.699648,192.168.50.8,172.217.9.226,6,60
1541233357.699649,192.168.50.8,52.85.90.206,6,60
1541233357.699650,192.168.50.8,52.85.90.206,6,60
1541233357.699651,192.168.50.8,172.217.9.226,6,60
1541233357.699652,192.168.50.8,172.217.9.226,6,60
1541233357.735256,172.217.9.226,192.168.50.8,6,100
1541233357.735258,172.217.9.226,192.168.50.8,6,100
1541233357.735463,192.168.50.8,172.217.9.226,6,66
1541233357.735466,192.168.50.8,172.217.9.226,6,66
1541233357.737401,172.217.9.226,192.168.50.8,6,100
1541233357.737403,172.217.9.226,192.168.50.8,6,100
1541233357.737556,192.168.50.8,172.217.9.226,6,66
1541233357.737558,192.168.50.8,172.217.9.226,6,66
1541233358.464255,192.168.50.8,172.217.12.193,6,100
1541233358.464257,192.168.50.8,172.217.12.193,6,100
1541233358.464259,192.168.50.8,172.217.9.226,6,100
1541233358.464260,192.168.50.8,172.217.9.226,6,100
1541233358.464366,192.168.50.8,172.217.3.100,6,100
1541233358.464368,192.168.50.8,172.217.3.100,6,100
1541233358.509132,172.217.12.193,192.168.50.8,6,100
1541233358.509134,172.217.12.193,192.168.50.8,6,100
1541233358.509136,172.217.3.100,192.168.50.8,6,100
1541233358.509137,172.217.3.100,192.168.50.8,6,100
1541233358.509369,172.217.9.226,192.168.50.8,6,100
1541233358.509371,172.217.9.226,192.168.50.8,6,100
1541233358.526833,192.168.50.8,172.217.12.206,6,60
1541233358.526846,192.168.50.8,172.217.12.206,6,60
1541233358.571555,172.217.12.206,192.168.50.8,6,60
1541233358.571557,172.217.12.206,192.168.50.8,6,60
1541233358.571680,192.168.50.8,172.217.12.206,6,60
1541233358.571682,192.168.50.8,172.217.12.206,6,60
1541233358.713635,192.168.50.8,172.217.12.193,6,60
1541233358.713638,192.168.50.8,172.217.12.193,6,60
1541233358.713639,192.168.50.8,172.217.3.100,6,60
1541233358.713640,192.168.50.8,172.217.9.226,6,60
1541233358.713640,192.168.50.8,172.217.3.100,6,60
1541233358.713641,192.168.50.8,172.217.9.226,6,60
1541233358.751149,172.217.3.100,192.168.50.8,6,100
1541233358.751152,172.217.3.100,192.168.50.8,6,100
1541233358.751314,192.168.50.8,172.217.3.100,6,66
1541233358.751317,192.168.50.8,172.217.3.100,6,66
1541233358.755096,172.217.9.226,192.168.50.8,6,100
1541233358.755099,172.217.9.226,192.168.50.8,6,100
1541233358.755247,192.168.50.8,172.217.9.226,6,66
1541233358.755249,192.168.50.8,172.217.9.226,6,66
1541233359.478246,192.168.50.8,172.217.12.162,6,100
1541233359.478249,192.168.50.8,172.217.12.162,6,100
1541233359.478250,192.168.50.8,172.217.10.138,6,100
1541233359.478251,192.168.50.8,172.217.10.138,6,100
1541233359.478252,192.168.50.8,172.217.9.230,6,100
1541233359.478253,192.168.50.8,172.217.9.230,6,100
1541233359.478361,192.168.50.8,172.217.9.226,6,100
1541233359.478363,192.168.50.8,172.217.9.226,6,100
1541233359.518462,172.217.9.226,192.168.50.8,6,100
1541233359.518465,172.217.9.226,192.168.50.8,6,100
1541233359.519319,172.217.10.138,192.168.50.8,6,100
1541233359.519321,172.217.10.138,192.168.50.8,6,100
1541233359.519322,172.217.12.162,192.168.50.8,6,100
1541233359.519323,172.217.12.162,192.168.50.8,6,100
1541233359.521156,172.217.9.230,192.168.50.8,6,100
1541233359.521159,172.217.9.230,192.168.50.8,6,100
1541233359.727678,192.168.50.8,172.217.9.226,6,60
1541233359.727681,192.168.50.8,172.217.12.162,6,60
1541233359.727682,192.168.50.8,172.217.10.138,6,60
1541233359.727683,192.168.50.8,172.217.9.226,6,60
1541233359.727684,192.168.50.8,172.217.12.162,6,60
1541233359.727685,192.168.50.8,172.217.10.138,6,60
1541233359.743262,192.168.50.8,172.217.9.230,6,60
1541233359.743264,192.168.50.8,172.217.9.230,6,60
1541233359.760536,172.217.10.138,192.168.50.8,6,100
1541233359.760538,172.217.10.138,192.168.50.8,6,100
1541233359.760691,192.168.50.8,172.217.10.138,6,66
1541233359.760693,192.168.50.8,172.217.10.138,6,66
1541233359.761101,172.217.12.162,192.168.50.8,6,100
1541233359.761104,172.217.12.162,192.168.50.8,6,100
1541233359.761240,192.168.50.8,172.217.12.162,6,66
1541233359.761241,192.168.50.8,172.217.12.162,6,66
1541233361.335343,192.168.50.6,72.21.91.29,6,60
1541233361.335345,192.168.50.6,72.21.91.29,6,60
1541233361.350970,192.168.50.6,23.63.78.40,6,60
1541233361.350973,192.168.50.6,23.63.78.40,6,60
1541233361.364047,72.21.91.29,192.168.50.6,6,66
1541233361.364050,72.21.91.29,192.168.50.6,6,66
1541233361.389509,23.63.78.40,192.168.50.6,6,66
1541233361.389512,23.63.78.40,192.168.50.6,6,66
1541233361.679128,192.168.50.6,52.34.248.21,6,60
1541233361.679131,192.168.50.6,52.34.248.21,6,60
1541233361.771141,52.34.248.21,192.168.50.6,6,60
1541233361.771144,52.34.248.21,192.168.50.6,6,60
1541233362.710651,192.168.50.8,172.217.12.162,6,230
1541233362.710654,192.168.50.8,172.217.12.162,6,230
1541233362.711037,192.168.50.8,4.2.2.4,17,85
1541233362.711039,192.168.50.8,4.2.2.4,17,85
1541233362.732152,4.2.2.4,192.168.50.8,17,139
1541233362.732155,4.2.2.4,192.168.50.8,17,139
1541233362.733558,192.168.50.8,4.2.2.4,17,84
1541233362.733570,192.168.50.8,4.2.2.4,17,84
1541233362.754656,4.2.2.4,192.168.50.8,17,100
1541233362.754659,4.2.2.4,192.168.50.8,17,100
1541233362.755278,192.168.50.8,4.2.2.4,17,84
1541233362.755280,192.168.50.8,4.2.2.4,17,84
1541233362.776334,4.2.2.4,192.168.50.8,17,144
1541233362.776337,4.2.2.4,192.168.50.8,17,144
1541233362.780918,172.217.12.162,192.168.50.8,6,132
1541233362.780921,172.217.12.162,192.168.50.8,6,132
1541233362.780922,172.217.12.162,192.168.50.8,6,134
1541233362.780923,172.217.12.162,192.168.50.8,6,134
1541233362.781086,192.168.50.8,172.217.12.162,6,60
